company,RIC,ISIN,GICS_sector,TRBC_sector,country,base_ric,industry
Tigenix Ord Shs,G9U.BR^G18,BE0003864817,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Pharmaceuticals (NEC),Belgium,G9U.BR^G18,Health Care
Physiometrix Inc Common Stock,PHYX.OQ^H05,US7189281048,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Equipment,Advanced Medical Equipment & Technology (NEC),United States,PHYX.OQ^H05,Health Care
Connecture Ord Shs,CNXR.PK^D18,US20786J1060,Health Care/Health Care Equipment & Services/Health Care Technology/Health Care Technology,Medical Software & Technology Services,United States,CNXR.PK^D18,Health Care
Neles Ord Shs,NELES.HE^D22,FI4000440664,Industrials/Capital Goods/Machinery/Industrial Machinery & Supplies & Components,Industrial Machinery & Equipment (NEC),Finland,NELES.HE^D22,Industrials
Aldar Properties PJSC,ALDAR.AD,AEA002001013,Real Estate/Real Estate Management & Development/Real Estate Management & Development/Diversified Real Estate Activities,"Real Estate Rental, Development & Operations (NEC)",United Arab Emirates,ALDAR.AD,Real Estate
Spero Therapeutics Inc,SPRO.OQ,US84833T1034,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Bio Therapeutic Drugs,United States,SPRO.OQ,Health Care
NIP Group Inc,NIPG.OQ,US6545031014,Communication Services/Media & Entertainment/Entertainment/Movies & Entertainment,Leisure & Recreation (NEC),Sweden,NIPG.OQ,Communication Services
Redecard Ord Shs,RDCD3.SA^J12,BRRDCDACNOR3,Financials/Financial Services/Financial Services/Transaction & Payment Processing Services,Transaction & Payment Services,Brazil,RDCD3.SA^J12,Financials
Country Style Cooking Restaurant Chain ADR Rep Four Ord Shs,CCSC.N^D16,US22238M1099,"Consumer Discretionary/Consumer Services/Hotels, Restaurants & Leisure/Restaurants",Quick Service Restaurants,China (Mainland),CCSC.N^D16,Consumer Discretionary
PCM Ord Shs,PCMI.OQ^I19,US69323K1007,"Information Technology/Technology Hardware & Equipment/Technology Hardware, Storage & Peripherals/Technology Hardware, Storage & Peripherals",Computer Hardware (NEC),United States,PCMI.OQ^I19,Information Technology
Fenix Parts Ord Shs,FENX.PK^D18,US31446L1008,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Distributors/Distributors,Auto & Truck Parts Wholesale,United States,FENX.PK^D18,Consumer Discretionary
Covestro AG,1COVG.DE,DE0006062144,Materials/Materials/Chemicals/Specialty Chemicals,Plastics,Germany,1COVG.DE,Materials
Vault Minerals Ltd,VAU.AX,AU0000355588,Materials/Materials/Metals & Mining/Gold,Gold Mining,Australia,VAU.AX,Materials
Starwood Hotels & Resorts Worldwide Ord Shs,HOT.N^I16,US85590A4013,"Consumer Discretionary/Consumer Services/Hotels, Restaurants & Leisure/Hotels, Resorts & Cruise Lines",Hotels & Motels,United States,HOT.N^I16,Consumer Discretionary
Micro Focus International Ord Shs,MCRO.L^B23,GB00BJ1F4N75,Information Technology/Software & Services/Software/Application Software,Software (NEC),United Kingdom,MCRO.L^B23,Information Technology
Sonic Solutions Ord Shs,SNIC.OQ^B11,US8354601069,Communication Services/Media & Entertainment/Interactive Media & Services/Interactive Media & Services,Digital Media Agencies,United States,SNIC.OQ^B11,Communication Services
Saratoga Resources Ord Shs,SARA.PK^F19,US8035211031,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Oil & Gas Exploration and Production (NEC),United States,SARA.PK^F19,Energy
Factory 2 U Stores Ord Shs,FTUSQ.PK^D16,US3030721027,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Broadline Retail/Broadline Retail,Discount Stores (NEC),United States,FTUSQ.PK^D16,Consumer Discretionary
Japan Tobacco Inc,2914.T,JP3726800000,"Consumer Staples/Food, Beverage & Tobacco/Tobacco/Tobacco",Cigars & Cigarette Manufacturing,Japan,2914.T,Consumer Staples
Ovintiv Inc,OVV.N,US69047Q1022,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Oil & Gas Exploration and Production (NEC),United States,OVV.N,Energy
Arcus Biosciences Inc,RCUS.N,US03969F1093,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Biotechnology & Medical Research (NEC),United States,RCUS.N,Health Care
GitLab Inc,GTLB.OQ,US37637K1088,Information Technology/Software & Services/Software/Systems Software,Software (NEC),United States,GTLB.OQ,Information Technology
Acacia Research Corp,ACTG.OQ,US0038813079,Financials/Financial Services/Financial Services/Specialized Finance,Business Support Services (NEC),United States,ACTG.OQ,Financials
Senstar Technologies Corp,SNT.OQ,CA81728N1006,"Information Technology/Technology Hardware & Equipment/Electronic Equipment, Instruments & Components/Electronic Equipment & Instruments",Electrical Measuring & Testing Instruments,Canada,SNT.OQ,Information Technology
SRI Surgical Express Ord Shs,STRC.OQ^G12,US78464W1045,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Supplies,Medical Supplies,United States,STRC.OQ^G12,Health Care
Pure Gold Mining Ord Shs,PGMh.V^F23,CA74624E1007,Materials/Materials/Metals & Mining/Gold,Gold Mining,Canada,PGMh.V^F23,Materials
Sonata Software Ltd,SOFT.NS,INE269A01021,Information Technology/Software & Services/IT Services/IT Consulting & Other Services,IT Services & Consulting (NEC),India,SOFT.NS,Information Technology
Treatt PLC,TET.L,GB00BKS7YK08,Materials/Materials/Chemicals/Specialty Chemicals,Food Ingredients,United Kingdom,TET.L,Materials
Bufab AB (publ),BUFAB.ST,SE0025010671,Industrials/Capital Goods/Trading Companies & Distributors/Trading Companies & Distributors,Industrial Machinery & Equipment Wholesale,Sweden,BUFAB.ST,Industrials
Rakon Ltd,RAK.NZ,NZRAKE0001S8,"Information Technology/Technology Hardware & Equipment/Electronic Equipment, Instruments & Components/Electronic Components",Electronic Components,New Zealand,RAK.NZ,Information Technology
HF Sinclair Corp,DINO.N,US4039491000,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Refining & Marketing",Petroleum Refining,United States,DINO.N,Energy
Two Harbors Investment Corp,TWO.N,US90187B8046,Financials/Financial Services/Mortgage Real Estate Investment Trusts (REITs)/Mortgage REITs,Mortgage REITs,United States,TWO.N,Financials
BEST ADR Representing 20 Ord Shs Class A,BEST.N^C25,US08653C6012,Industrials/Transportation/Air Freight & Logistics/Air Freight & Logistics,Courier Services,China (Mainland),BEST.N^C25,Industrials
Japan Metropolitan Fund Investment Corp,8953.T,JP3039710003,Real Estate/Equity Real Estate Investment Trusts (REITs)/Retail REITs/Retail REITs,Commercial REITs (NEC),Japan,8953.T,Real Estate
Expleo Solutions Ltd,EXPL.NS,INE201K01015,Information Technology/Software & Services/IT Services/IT Consulting & Other Services,IT Testing Services,India,EXPL.NS,Information Technology
Lmp Automotive Holdings Inc,LMPX.PK,US53952P1012,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Automotive Retail,New Car Dealers,United States,LMPX.PK,Consumer Discretionary
Guidance Software Ord Shs,GUID.O^I17,US4016921086,Information Technology/Software & Services/IT Services/IT Consulting & Other Services,IT Services & Consulting (NEC),United States,GUID.O^I17,Information Technology
Rovio Entertainment Ord Shs,ROVIO.HE^A24,FI4000266804,Communication Services/Media & Entertainment/Entertainment/Interactive Home Entertainment,Mobile Application Software,Finland,ROVIO.HE^A24,Communication Services
Midway Games Ord Shs,MWYGQ.PK^F10,US5981481048,Information Technology/Software & Services/Software/Application Software,Software (NEC),United States,MWYGQ.PK^F10,Information Technology
Avolta AG,AVOL.S,CH0023405456,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Other Specialty Retail,Miscellaneous Specialty Retailers (NEC),Switzerland,AVOL.S,Consumer Discretionary
American Oncology Network Inc,AONC.PK,US0287191029,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Health Care Services,Healthcare Facilities & Services (NEC),United States,AONC.PK,Health Care
First Choice Healthcare Solutions Inc,FCHS.PK,US31949B1044,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Health Care Services,"Hospitals, Clinics & Primary Care Services",United States,FCHS.PK,Health Care
Arrival SA,ARVLF.PK,LU2607735342,Consumer Discretionary/Automobiles & Components/Automobiles/Automobile Manufacturers,Electric (Alternative) Vehicles,Luxembourg,ARVLF.PK,Consumer Discretionary
Dios Fastigheter AB,DIOS.ST,SE0001634262,Real Estate/Real Estate Management & Development/Real Estate Management & Development/Real Estate Operating Companies,"Real Estate Rental, Development & Operations (NEC)",Sweden,DIOS.ST,Real Estate
Hon Hai Precision Industry Co Ltd,2317.TW,TW0002317005,"Information Technology/Technology Hardware & Equipment/Electronic Equipment, Instruments & Components/Electronic Manufacturing Services",Electronic Components,Taiwan,2317.TW,Information Technology
iQIYI Inc,IQ.OQ,US46267X1081,Communication Services/Media & Entertainment/Entertainment/Movies & Entertainment,Online Services (NEC),China (Mainland),IQ.OQ,Communication Services
Premier Financial Ord Shs,PFC.OQ^C25,US74052F1084,Financials/Banks/Banks/Regional Banks,Banks (NEC),United States,PFC.OQ^C25,Financials
ENN Energy Holdings Ltd,2688.HK,KYG3066L1014,Utilities/Utilities/Gas Utilities/Gas Utilities,Natural Gas Distribution,China (Mainland),2688.HK,Utilities
Zee Entertainment Enterprises Ltd,ZEE.NS,INE256A01028,Communication Services/Media & Entertainment/Media/Broadcasting,Television Broadcasting,India,ZEE.NS,Communication Services
Steadfast Group Ltd,SDF.AX,AU000000SDF8,Financials/Insurance/Insurance/Insurance Brokers,Insurance Brokers,Australia,SDF.AX,Financials
Cdon AB,CDONAB.ST,SE0015191911,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Broadline Retail/Broadline Retail,Miscellaneous Specialty Retailers (NEC),Sweden,CDONAB.ST,Consumer Discretionary
CSI Compressco Units,CCLP.OQ^D24,US12637A1034,Energy/Energy/Energy Equipment & Services/Oil & Gas Equipment & Services,Oil Related Services and Equipment (NEC),United States,CCLP.OQ^D24,Energy
Volt Information Sciences Ord Shs,VOLT.A^D22,US9287031077,Industrials/Commercial & Professional Services/Professional Services/Human Resource & Employment Services,Employment Services (NEC),United States,VOLT.A^D22,Industrials
China Housing & Land Development Ord Shs,CHLN.OQ^B16,US16939V2025,Real Estate/Real Estate Management & Development/Real Estate Management & Development/Real Estate Operating Companies,"Real Estate Rental, Development & Operations (NEC)",China (Mainland),CHLN.OQ^B16,Real Estate
Avaya Holdings Ord Shs,AVYAQ.PK^E23,US05351X1019,Information Technology/Technology Hardware & Equipment/Communications Equipment/Communications Equipment,Communications & Networking (NEC),United States,AVYAQ.PK^E23,Information Technology
Azelis Group NV,AZE.BR,BE0974400328,Industrials/Capital Goods/Trading Companies & Distributors/Trading Companies & Distributors,Diversified Industrial Goods Wholesale,Belgium,AZE.BR,Industrials
Skipper Ltd,SKIP.NS,INE439E01022,Industrials/Capital Goods/Construction & Engineering/Construction & Engineering,Power & Communications Network Construction,India,SKIP.NS,Industrials
Seamec Ltd,SEAM.NS,INE497B01018,Energy/Energy/Energy Equipment & Services/Oil & Gas Equipment & Services,Oil Related Services,India,SEAM.NS,Energy
BioMarin Pharmaceutical Inc,BMRN.OQ,US09061G1013,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Biopharmaceuticals,United States,BMRN.OQ,Health Care
United Business Media Ord Shs,UBM.L^F18,JE00BD9WR069,,Sales Promotions & Events Management,United Kingdom,UBM.L^F18,
Cubic Ord Shs,CUB.N^E21,US2296691064,Industrials/Capital Goods/Aerospace & Defense/Aerospace & Defense,Aerospace & Defense (NEC),United States,CUB.N^E21,Industrials
Rosseti Ord Shs,RSTI.MM^A23,RU000A0JPVJ0,Utilities/Utilities/Electric Utilities/Electric Utilities,Electric Utilities (NEC),Russia,RSTI.MM^A23,Utilities
United Fuel and Energy Ord Shs,UFEN.PK^B10,US9104251072,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Refining & Marketing",Oil & Gas Refining and Marketing (NEC),United States,UFEN.PK^B10,Energy
Alten SA,LTEN.PA,FR0000071946,Information Technology/Software & Services/IT Services/IT Consulting & Other Services,IT Services & Consulting (NEC),France,LTEN.PA,Information Technology
Hongkong Land Holdings Ltd,HKLD.SI,BMG4587L1090,Real Estate/Real Estate Management & Development/Real Estate Management & Development/Real Estate Operating Companies,"Real Estate Rental, Development & Operations (NEC)",Bermuda,HKLD.SI,Real Estate
Columbia Pipeline Group Ord Shs,CPGX.N^G16,US1982801094,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Storage & Transportation",Oil & Gas Transportation Services (NEC),United States,CPGX.N^G16,Energy
Dime Community Bancshares Ord Shs,DCOM.OQ^A21,US2539221083,Financials/Banks/Banks/Diversified Banks,Banks (NEC),United States,DCOM.OQ^A21,Financials
Genesys Ord Shs,GNSY.PA^G08,FR0004270270,Industrials/Commercial & Professional Services/Professional Services/Research & Consulting Services,Business Support Services (NEC),France,GNSY.PA^G08,Industrials
Tabula Rasa HealthCare Ord Shs,TRHC.OQ^K23,US8733791011,Health Care/Health Care Equipment & Services/Health Care Technology/Health Care Technology,Medical Software & Technology Services,United States,TRHC.OQ^K23,Health Care
OneSource Info Common Stock,ONES.OQ^F04,US68272J1060,Communication Services/Media & Entertainment/Interactive Media & Services/Interactive Media & Services,Online Services (NEC),United States,ONES.OQ^F04,Communication Services
Max Petroleum Ord Shs,GBMXPT.KZ^G18,GB00B0H1P667,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Oil & Gas Exploration and Production (NEC),United Kingdom,GBMXPT.KZ^G18,Energy
Live Microsystems Inc,LMSC.PK,US53803W2061,Communication Services/Media & Entertainment/Entertainment/Interactive Home Entertainment,Mobile Application Software,United States,LMSC.PK,Communication Services
Burgan Bank KPSC,BURG.KW,KW0EQ0100077,Financials/Banks/Banks/Diversified Banks,Corporate Banks,Kuwait,BURG.KW,Financials
Seneca Foods Corp,SENEA.OQ,US8170705011,"Consumer Staples/Food, Beverage & Tobacco/Food Products/Packaged Foods & Meats",Frozen Food Manufacturing,United States,SENEA.OQ,Consumer Staples
Armlogi Holding Corp,BTOC.OQ,US0422551095,Industrials/Transportation/Ground Transportation/Cargo Ground Transportation,"Courier, Postal, Air Freight & Land-based Logistics (NEC)",United States,BTOC.OQ,Industrials
ASTM Ord Shs,ATMI.MI^F21,IT0000084027,Industrials/Transportation/Transportation Infrastructure/Highways & Railtracks,Highway Operators,Italy,ATMI.MI^F21,Industrials
Steel Excel Ord Shs,SXCL.PK^B17,US8581222036,Energy/Energy/Energy Equipment & Services/Oil & Gas Equipment & Services,Oil Related Services and Equipment (NEC),United States,SXCL.PK^B17,Energy
Aksys Ord Shs,AKSY.PK^D25,US0101961037,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Equipment,Advanced Medical Equipment & Technology (NEC),United States,AKSY.PK^D25,Health Care
Deutsche Bank AG,DBKGn.DE,DE0005140008,Financials/Financial Services/Capital Markets/Diversified Capital Markets,Banks (NEC),Germany,DBKGn.DE,Financials
K-Bro Linen Inc,KBL.TO,CA48243M1077,Industrials/Commercial & Professional Services/Commercial Services & Supplies/Diversified Support Services,Business Support Services (NEC),Canada,KBL.TO,Industrials
Rua Life Sciences PLC,RUA.L,GB0033360586,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Supplies,Advanced Medical Equipment & Technology (NEC),United Kingdom,RUA.L,Health Care
Riskified Ltd,RSKD.N,IL0011786493,Information Technology/Software & Services/Software/Application Software,Software (NEC),Israel,RSKD.N,Information Technology
Ventyx Biosciences Inc,VTYX.OQ,US92332V1070,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Bio Therapeutic Drugs,United States,VTYX.OQ,Health Care
Ralcorp Holdings Ord Shs,RAH.N^A13,US7510281014,"Consumer Staples/Food, Beverage & Tobacco/Food Products/Packaged Foods & Meats",Food Processing (NEC),United States,RAH.N^A13,Consumer Staples
ADVANZ PHARMA Ord Shs,CXRXF.PK^F21,JE00BJVH6L55,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Pharmaceuticals (NEC),United Kingdom,CXRXF.PK^F21,Health Care
